"IntegrationTime","Points:0","Points:1","Points:2"
1.7111,0.20702,-0.83743,0.27366
1.7781,0.44939,-0.70193,0.29321
1.827,0.5857,-0.56175,0.3086
1.877,0.68322,-0.39428,0.32526
1.9357,0.73958,-0.18165,0.34613
1.985,0.73813,-0.0042053,0.36496
2.073,0.63482,0.28096,0.40232
2.1298,0.51575,0.41981,0.42861
2.2203,0.27335,0.55167,0.47598
2.3097,0.024537,0.56463,0.52893
2.3412,-0.053402,0.54493,0.5487
2.3799,-0.1406,0.50683,0.57466
2.4384,-0.25022,0.42601,0.61884
2.5323,-0.36003,0.26025,0.70481
2.6294,-0.38609,0.086205,0.81493
2.6857,-0.36884,-0.00094615,0.88996
2.7854,-0.30178,-0.11768,1.0459
2.8282,-0.26445,-0.15234,1.1242
2.8686,-0.22795,-0.17651,1.205
2.9558,-0.15419,-0.2043,1.4
3.0329,-0.09648,-0.20877,1.6095
3.1096,-0.049745,-0.20052,1.8585
3.1708,-0.019925,-0.18874,2.0945
3.2201,-0.00095642,-0.17757,2.3109
3.3133,0.02368,-0.15686,2.7669
3.362,0.03249,-0.14684,3.0424
3.4453,0.042699,-0.13299,3.5472
3.4969,0.046976,-0.12661,3.8823
3.575,0.051979,-0.12052,4.3969
3.6552,0.056602,-0.11855,4.9216
3.7309,0.061295,-0.12058,5.3803
3.8303,0.069166,-0.12867,5.9157
3.9526,0.08285,-0.14728,6.4506
3.9738,0.085253,-0.15079,6.5151
0,-1.6093,-0.18813,1.0051
0.034289,-1.5132,-0.36969,1.0427
0.12415,-1.175,-0.74437,1.1655
0.16464,-1.0097,-0.85191,1.2298
0.19038,-0.90391,-0.90324,1.2749
0.27051,-0.57396,-0.98963,1.4444
0.30674,-0.44196,-0.99456,1.5317
0.34678,-0.30857,-0.98163,1.6387
0.37195,-0.23304,-0.96551,1.7111
0.45476,-0.028802,-0.88554,1.9795
0.49685,0.050469,-0.83611,2.1355
0.53557,0.11001,-0.78888,2.2916
0.56099,0.14295,-0.75769,2.4018
0.58758,0.17289,-0.72577,2.5224
0.68596,0.24715,-0.62381,2.9944
0.7745,0.28514,-0.55096,3.485
0.80106,0.29318,-0.53321,3.6442
0.84636,0.30476,-0.50787,3.9224
0.9299,0.32273,-0.4777,4.4358
1.0166,0.34313,-0.46655,4.96
1.0719,0.3586,-0.46952,5.267
1.1766,0.39896,-0.49466,5.8002
1.2279,0.42253,-0.51455,6.0114
1.2807,0.45011,-0.53945,6.2022
1.3382,0.48435,-0.57185,6.3815
1.4084,0.53297,-0.61961,6.5628
1.4593,0.57111,-0.65801,6.6641
1.5249,0.6256,-0.71325,6.767
1.6082,0.70111,-0.78986,6.8554
1.7099,0.79934,-0.88915,6.9122
1.7477,0.83794,-0.92797,6.9227
1.7689,0.8605,-0.95059,6.9265
1.7983,0.89243,-0.98256,6.929
1.8289,0.92642,-1.0165,6.9271
1.9566,1.0689,-1.1575,6.8788
2.0658,1.2018,-1.2871,6.7895
2.1086,1.2593,-1.3426,6.7405
2.1356,1.2969,-1.3787,6.7053
2.1608,1.3325,-1.4125,6.6694
2.2064,1.3975,-1.4736,6.5972
2.241,1.448,-1.5203,6.5353
2.2729,1.4951,-1.563,6.4731
2.3025,1.5387,-1.6022,6.4104
2.3416,1.5965,-1.6535,6.3204
2.3652,1.6317,-1.6844,6.2618
2.3865,1.6637,-1.712,6.206
2.4452,1.7492,-1.7838,6.043
2.4769,1.7962,-1.8221,5.9454
2.5038,1.8359,-1.8539,5.8585
2.5288,1.8725,-1.8824,5.7737
2.5564,1.9123,-1.9123,5.6755
2.6206,2.0006,-1.9737,5.4347
2.7589,2.1701,-2.0648,4.8653
2.8819,2.3023,-2.0857,4.2866
2.9965,2.4121,-2.0327,3.7122
3.0224,2.4354,-2.0091,3.5808
3.1308,2.5367,-1.8584,3.0405
3.1463,2.5515,-1.8293,2.9643
3.2512,2.6662,-1.5751,2.475
3.2689,2.6871,-1.5213,2.3971
3.3733,2.8141,-1.146,1.9794
3.4691,2.9171,-0.69308,1.6499
3.4875,2.9322,-0.58904,1.5909
3.5367,2.957,-0.29423,1.4493
0,-1.0987,-0.087737,1.3277
0.041935,-1.0168,-0.21954,1.4207
0.096063,-0.8974,-0.35353,1.5561
0.13414,-0.81063,-0.42346,1.6619
0.15777,-0.75691,-0.45786,1.7329
0.18319,-0.70007,-0.48825,1.8139
0.2539,-0.55487,-0.54138,2.0608
0.29359,-0.48109,-0.55561,2.2198
0.32187,-0.43273,-0.56019,2.3429
0.34658,-0.39364,-0.56123,2.4566
0.44412,-0.27395,-0.54945,2.9284
0.47054,-0.24773,-0.54334,3.0748
0.50397,-0.21854,-0.53537,3.2661
0.589,-0.16355,-0.51718,3.7685
0.6713,-0.12835,-0.5071,4.2825
0.70368,-0.11863,-0.50613,4.4846
0.78931,-0.10006,-0.51377,5.0094
0.82779,-0.094987,-0.52199,5.2267
0.87706,-0.090175,-0.53702,5.489
0.98507,-0.085511,-0.59146,6.0118
1.0596,-0.085644,-0.64207,6.2879
1.1398,-0.087856,-0.70881,6.5227
1.2121,-0.091384,-0.77858,6.6835
1.3069,-0.097363,-0.88658,6.8395
1.3965,-0.10344,-0.99689,6.9309
1.4258,-0.10544,-1.034,6.9516
1.447,-0.1069,-1.0614,6.9644
1.4672,-0.10832,-1.0884,6.9748
1.5585,-0.11485,-1.2155,6.9988
1.6632,-0.12216,-1.3685,6.9871
1.7909,-0.13046,-1.569,6.9272
1.8168,-0.13213,-1.615,6.9078
1.8395,-0.13356,-1.656,6.8884
1.9615,-0.1399,-1.8697,6.7567
2.0178,-0.14229,-1.9773,6.6729
2.0651,-0.14379,-2.0707,6.5912
2.0937,-0.14429,-2.1287,6.5358
2.125,-0.14443,-2.1914,6.4709
2.2631,-0.13994,-2.4474,6.145
2.4211,-0.12221,-2.7233,5.6636
2.5549,-0.087746,-2.9265,5.1482
2.5918,-0.073731,-2.9764,4.9849
2.706,-0.012758,-3.0945,4.457
2.7571,0.025542,-3.1307,4.2029
2.8602,0.13173,-3.166,3.6795
2.8793,0.15638,-3.1668,3.5804
2.9771,0.31719,-3.1449,3.0805
3.0738,0.54218,-3.0774,2.6107
3.1009,0.61927,-3.0502,2.4867
3.1999,0.94664,-2.916,2.067
3.2919,1.3243,-2.7225,1.7304
3.3028,1.3742,-2.6928,1.6917
3.3141,1.427,-2.6602,1.6529
3.3408,1.5541,-2.5758,1.567
3.3715,1.7044,-2.4652,1.4742
3.3926,1.8097,-2.3797,1.4136
3.4062,1.8781,-2.3199,1.3761
3.4148,1.9217,-2.2798,1.353
3.4562,2.1236,-2.0731,1.2498
3.4715,2.1975,-1.987,1.2134
3.4841,2.2567,-1.9128,1.1848
3.4965,2.314,-1.836,1.1575
3.5648,2.5862,-1.3748,1.0249
0,-0.81096,1.261,0.72544
0.079001,-1.0818,0.85778,0.79044
0.12743,-1.1647,0.59952,0.83624
0.16064,-1.188,0.42669,0.8709
0.19202,-1.1874,0.26949,0.90621
0.23075,-1.1592,0.086921,0.95418
0.25784,-1.1239,-0.029917,0.9908
0.30169,-1.043,-0.2003,1.0564
0.32834,-0.98358,-0.28883,1.0993
0.36353,-0.89599,-0.38923,1.1605
0.40517,-0.78478,-0.48383,1.2407
0.43481,-0.70411,-0.53531,1.3031
0.51653,-0.48539,-0.61908,1.504
0.55655,-0.38793,-0.63312,1.6179
0.58428,-0.32565,-0.63455,1.7033
0.63052,-0.23285,-0.62557,1.8571
0.67098,-0.16258,-0.60937,2.0047
0.71477,-0.098117,-0.58592,2.1791
0.74648,-0.058176,-0.56621,2.3178
0.78698,-0.015096,-0.53968,2.5084
0.82174,0.015901,-0.5168,2.6841
0.91305,0.072257,-0.46379,3.174
0.99731,0.10482,-0.42567,3.6766
1.0782,0.12575,-0.40161,4.1902
1.1132,0.13283,-0.3955,4.4117
1.1969,0.1487,-0.39084,4.9362
1.2287,0.1544,-0.39276,5.1198
1.3248,0.1746,-0.41073,5.6545
1.4408,0.20576,-0.45646,6.1869
1.5076,0.22627,-0.4907,6.4127
1.5792,0.2515,-0.53508,6.6129
1.6686,0.28958,-0.60398,6.8131
1.7746,0.34251,-0.69996,6.9729
1.8661,0.3915,-0.7885,7.054
1.9161,0.41953,-0.83896,7.0829
1.9785,0.45665,-0.90559,7.1079
2.049,0.50131,-0.98569,7.1215
2.0787,0.52136,-1.0216,7.1229
2.1235,0.55271,-1.0776,7.1194
2.2597,0.65048,-1.2498,7.0718
2.3805,0.74786,-1.4183,6.9863
2.4056,0.77066,-1.4574,6.9621
2.4533,0.81474,-1.5324,6.9106
2.4937,0.85335,-1.5972,6.8598
2.552,0.9105,-1.6919,6.776
2.61,0.96956,-1.7885,6.6795
2.657,1.0192,-1.8688,6.59
2.6897,1.0547,-1.9254,6.5204
2.7238,1.0919,-1.9836,6.4419
2.846,1.22,-2.1748,6.1255
2.902,1.2817,-2.2617,5.9486
2.9409,1.3252,-2.3208,5.8149
2.9699,1.3578,-2.3634,5.709
2.9961,1.3871,-2.3998,5.6094
3.1361,1.5319,-2.5534,5.0464
3.2627,1.6585,-2.6321,4.4575
3.3794,1.7773,-2.6341,3.8619
3.4893,1.9044,-2.5562,3.2821
3.5961,2.0621,-2.3925,2.7372
3.6992,2.2589,-2.1476,2.257
3.7517,2.3809,-1.9793,2.0318
0,1.0054,1.2952,0.17733
0.025185,0.83103,1.4005,0.17998
0.085613,0.3736,1.5565,0.18696
0.12976,0.027116,1.5795,0.19252
0.18942,-0.42609,1.491,0.20056
0.24339,-0.78998,1.3032,0.20818
0.27881,-0.99198,1.1333,0.21334
0.34789,-1.2825,0.71908,0.22392
0.41885,-1.4132,0.23045,0.23573
0.46497,-1.4031,-0.089248,0.24407
0.54075,-1.2354,-0.5741,0.25891
0.62026,-0.89368,-0.96442,0.2764
0.68412,-0.54036,-1.1552,0.29211
0.7306,-0.26477,-1.2174,0.30445
0.80864,0.19368,-1.1783,0.32723
0.84894,0.40513,-1.0943,0.33983
0.93379,0.76447,-0.80004,0.36905
0.9916,0.91655,-0.54248,0.3905
1.0742,0.9937,-0.14195,0.42456
1.1596,0.9071,0.24104,0.4643
1.2463,0.68562,0.53537,0.50977
1.3018,0.50347,0.65363,0.54182
1.3387,0.37563,0.70095,0.56459
1.3749,0.24968,0.72465,0.5888
1.4242,0.083273,0.72288,0.6255
1.4629,-0.036655,0.69695,0.65739
1.5019,-0.14572,0.65225,0.69267
1.5919,-0.34185,0.49343,0.7901
1.6842,-0.44412,0.29566,0.91371
1.7768,-0.45722,0.11064,1.0646
1.8093,-0.44578,0.054585,1.1251
1.8387,-0.43027,0.0085335,1.1842
1.9267,-0.36747,-0.097611,1.3815
2.0018,-0.30428,-0.15647,1.5834
2.0397,-0.27129,-0.17683,1.7028
2.1192,-0.20887,-0.20134,1.9785
2.1827,-0.16549,-0.20883,2.2369
2.2343,-0.13535,-0.20925,2.4766
2.3312,-0.092999,-0.20319,2.9717
2.415,-0.067477,-0.19549,3.468
2.493,-0.05165,-0.18979,3.9647
2.5718,-0.041257,-0.18749,4.4798
2.6535,-0.034603,-0.19003,5.0051
2.7313,-0.031103,-0.19763,5.4675
2.8345,-0.029155,-0.2162,6.0031
2.944,-0.029235,-0.24678,6.4548
3.0308,-0.030438,-0.27744,6.7153
3.1382,-0.032814,-0.32605,6.9632
3.2295,-0.035254,-0.37364,7.1075
3.3437,-0.038921,-0.44507,7.235
3.4039,-0.040911,-0.48462,7.2801
3.4582,-0.042786,-0.52267,7.3128
3.5024,-0.044374,-0.55557,7.3347
3.5472,-0.046051,-0.59078,7.3521
3.6605,-0.050442,-0.68632,7.3775
3.8081,-0.056276,-0.82432,7.3802
3.9556,-0.062199,-0.98531,7.3569
3.9977,-0.06397,-1.0397,7.3451
4.0206,-0.06493,-1.0708,7.3377
4.0408,-0.065769,-1.0989,7.3303
4.185,-0.070948,-1.2986,7.2575
4.3417,-0.075109,-1.5421,7.1337
4.367,-0.075595,-1.5876,7.1072
4.5136,-0.076652,-1.8443,6.9268
0,-0.22244,-1.178,1.4548
0.04297,-0.068538,-1.1292,1.5568
0.063571,-0.0031121,-1.0998,1.61
0.10367,0.10989,-1.0338,1.7234
0.14163,0.19898,-0.96551,1.8407
0.23216,0.34695,-0.802,2.156
0.25972,0.3774,-0.75377,2.266
0.27579,0.39241,-0.72637,2.3338
0.36854,0.44735,-0.59011,2.7487
0.46073,0.46893,-0.48588,3.2256
0.54746,0.476,-0.41566,3.7256
0.63138,0.48163,-0.37112,4.2383
0.6788,0.48689,-0.35539,4.5272
0.76717,0.50533,-0.34035,5.0513
0.82228,0.52317,-0.3396,5.3508
0.93358,0.57977,-0.35519,5.8956
1.0062,0.6285,-0.37507,6.1701
1.0867,0.69388,-0.40443,6.412
1.1573,0.75962,-0.43555,6.5733
1.2141,0.81745,-0.46364,6.6738
1.2777,0.88828,-0.4982,6.7618
1.3184,0.93517,-0.52104,6.8047
1.3622,0.98826,-0.54683,6.8418
1.3869,1.0191,-0.56173,6.8583
1.4136,1.0533,-0.5783,6.8721
1.4979,1.1657,-0.63271,6.8912
1.5962,1.3023,-0.69828,6.8741
1.6358,1.3623,-0.72675,6.8567
1.6599,1.4002,-0.74458,6.8432
1.7286,1.5086,-0.79492,6.793
1.7848,1.6017,-0.83744,6.7367
1.848,1.71,-0.88611,6.6586
1.898,1.7997,-0.92578,6.5845
1.9213,1.8426,-0.94445,6.5458
1.9453,1.8871,-0.96361,6.503
1.9724,1.937,-0.98486,6.4511
2.0003,1.9881,-1.0064,6.3932
2.1134,2.1825,-1.0843,6.1279
2.169,2.2803,-1.1208,5.9669
2.1986,2.333,-1.1396,5.8723
2.2263,2.3817,-1.1562,5.7795
2.2506,2.4238,-1.1697,5.694
2.2816,2.4756,-1.1852,5.5805
2.3336,2.5575,-1.2063,5.3811
2.4727,2.7436,-1.2314,4.8034
2.5962,2.8708,-1.2004,4.219
2.7112,2.9518,-1.1045,3.6413
2.7571,2.9745,-1.0433,3.4109
2.8675,3.0119,-0.83412,2.8697
2.9746,3.0313,-0.52968,2.3854
3.0714,3.0253,-0.16296,2.0032
3.1603,2.9784,0.25821,1.6984
3.1827,2.9554,0.37971,1.6262
3.1987,2.9353,0.46975,1.5775
3.2104,2.9181,0.53834,1.5428
3.2247,2.8948,0.62277,1.5021
3.2489,2.8487,0.76927,1.4356
3.2715,2.7972,0.90879,1.3771
3.2858,2.7592,0.9995,1.3418
3.295,2.7326,1.0582,1.3199
0,0.42351,-0.036199,1.5747
0.036832,0.40255,0.0062877,1.6904
0.072958,0.3794,0.041657,1.8146
0.10477,0.35807,0.068007,1.9325
0.18858,0.30475,0.11603,2.2666
0.22567,0.28173,0.13067,2.4407
0.32395,0.23154,0.15349,2.9346
0.36324,0.21464,0.15854,3.1629
0.44677,0.18719,0.16489,3.6679
0.52637,0.16984,0.16902,4.1828
0.58842,0.16203,0.17276,4.5839
0.67241,0.15808,0.18066,5.1091
0.76563,0.16167,0.19493,5.6448
0.87752,0.17588,0.22121,6.1797
0.9578,0.1909,0.24522,6.4679
1.0418,0.21122,0.27591,6.7083
1.1463,0.2436,0.3239,6.9394
1.2426,0.27825,0.37502,7.085
1.3533,0.32445,0.44324,7.1987
1.4157,0.35188,0.48387,7.2418
1.4663,0.37547,0.51888,7.2696
1.4943,0.38912,0.5392,7.2827
1.5201,0.40219,0.55865,7.2933
1.635,0.46405,0.65061,7.322
1.6808,0.49139,0.69132,7.3264
1.7217,0.51695,0.72956,7.3263
1.8565,0.60364,0.86058,7.305
1.9044,0.63888,0.91449,7.2896
1.946,0.67107,0.96404,7.2731
1.9694,0.6899,0.99318,7.2626
1.9913,0.70786,1.021,7.2517
2.1325,0.82267,1.2,7.1599
2.2268,0.90772,1.3346,7.0712
2.2646,0.94432,1.3932,7.0282
2.2883,0.96786,1.4312,6.999
2.3137,0.99329,1.4724,6.9654
2.3539,1.0335,1.5379,6.907
2.4853,1.1604,1.748,6.6821
2.5282,1.205,1.8235,6.5883
2.5559,1.2338,1.8734,6.5223
2.7107,1.3748,2.1294,6.1142
2.8611,1.4913,2.3697,5.6067
3.0014,1.5604,2.5693,5.0238
3.1251,1.5691,2.7151,4.4299
3.159,1.5601,2.7495,4.2537
3.2677,1.4872,2.8412,3.6802
3.2858,1.4677,2.8541,3.5818
3.3753,1.3347,2.9138,3.1027
3.4634,1.1347,2.9682,2.6472
3.4859,1.0703,2.9829,2.536
3.5813,0.74486,3.0423,2.0964
3.6699,0.34325,3.0876,1.7344
3.6812,0.28344,3.0911,1.6893
3.7553,-0.14386,3.0889,1.4303
3.8225,-0.59625,3.0303,1.225
3.8885,-1.0819,2.8944,1.0477
3.9488,-1.549,2.6734,0.9111
4.0056,-1.9844,2.3646,0.80258
4.0536,-2.3274,2.0226,0.72388
4.0659,-2.4099,1.9214,0.70545
4.1165,-2.7039,1.4661,0.63665
4.1531,-2.869,1.0924,0.5922
0,0.75414,-0.3641,1.8304
0.048913,0.74037,-0.25628,1.9993
0.11671,0.70448,-0.13663,2.2598
0.16191,0.67395,-0.072835,2.4576
0.21587,0.636,-0.0118,2.715
0.25274,0.61026,0.021808,2.9073
0.28622,0.58797,0.047102,3.0926
0.3757,0.53899,0.095748,3.6089
0.40108,0.52776,0.10597,3.7666
0.42458,0.51873,0.11449,3.9137
0.50662,0.498,0.13824,4.428
0.59161,0.49397,0.15856,4.9528
0.62293,0.49691,0.1654,5.1304
0.72085,0.52168,0.18985,5.6651
0.76087,0.53718,0.20022,5.8442
0.84308,0.58138,0.22572,6.1819
0.92256,0.63557,0.25417,6.4353
0.99815,0.69724,0.28488,6.6205
1.0827,0.77862,0.32445,6.7765
1.181,0.88483,0.37599,6.8962
1.2242,0.93258,0.39918,6.9305
1.2638,0.97829,0.4214,6.9553
1.2843,1.0027,0.43327,6.9659
1.3691,1.1088,0.48522,6.9912
1.4451,1.2087,0.53477,6.9902
1.5163,1.3075,0.58432,6.9705
1.5634,1.377,0.6194,6.947
1.6112,1.4502,0.65653,6.9155
1.7313,1.6354,0.75111,6.8048
1.7606,1.6853,0.77685,6.7679
1.7879,1.7326,0.80139,6.7302
1.8157,1.7812,0.82678,6.6884
1.8511,1.8438,0.85977,6.63
1.8804,1.8965,0.88798,6.5767
1.9064,1.9428,0.91322,6.5257
1.9635,2.0415,0.9684,6.4038
1.9948,2.0955,0.99946,6.3289
2.0223,2.1423,1.0268,6.2584
2.1464,2.3353,1.1451,5.908
2.1868,2.3983,1.1862,5.7699
2.2302,2.4616,1.2303,5.611
2.3731,2.6254,1.3671,5.045
2.4985,2.7106,1.488,4.4675
2.5265,2.72,1.5157,4.328
2.6405,2.7107,1.635,3.7526
2.7484,2.626,1.7687,3.2002
2.8528,2.463,1.9365,2.6832
2.8978,2.3647,2.0261,2.4739
3.0013,2.0733,2.2612,2.0361
3.0971,1.6974,2.5118,1.6868
3.1154,1.6088,2.5618,1.6239
3.128,1.5441,2.5961,1.5825
3.1387,1.4866,2.625,1.5482
3.1495,1.4267,2.6539,1.5143
3.1748,1.2805,2.7184,1.4383
3.198,1.1372,2.7737,1.3723
3.21,1.0586,2.8006,1.3394
3.2206,0.98725,2.8229,1.3114
3.2909,0.49,2.9296,1.1439
3.3152,0.29934,2.948,1.0907
0,-0.74071,0.1921,1.7086
0.050525,-0.70718,0.089728,1.8745
0.097669,-0.66825,0.011381,2.0466
0.14872,-0.62203,-0.056006,2.2538
0.19478,-0.57952,-0.1032,2.4611
0.24048,-0.53905,-0.13975,2.6843
0.27785,-0.5082,-0.163,2.8805
0.32481,-0.47355,-0.185,3.1424
0.41046,-0.42434,-0.21153,3.6451
0.49092,-0.39348,-0.22804,4.1497
0.57312,-0.37764,-0.2424,4.6645
0.6611,-0.37661,-0.26026,5.1894
0.76055,-0.39381,-0.28792,5.7243
0.83609,-0.41811,-0.31438,6.0567
0.93976,-0.46729,-0.362,6.4336
0.99126,-0.49553,-0.38792,6.5718
1.0673,-0.54576,-0.43299,6.746
1.1589,-0.61644,-0.49621,6.9006
1.2163,-0.6626,-0.53757,6.9665
1.2783,-0.71616,-0.58559,7.0189
1.3764,-0.8071,-0.66714,7.0661
1.4777,-0.90715,-0.75709,7.0799
1.5035,-0.93506,-0.78225,7.0787
1.5325,-0.96714,-0.81134,7.0746
1.6074,-1.0509,-0.88799,7.0514
1.6387,-1.0882,-0.92246,7.0364
1.6783,-1.1365,-0.96712,7.0131
1.7122,-1.1791,-1.0067,6.9885
1.8387,-1.3362,-1.1534,6.8695
1.9028,-1.4235,-1.2359,6.7863
1.9337,-1.4675,-1.2778,6.7399
1.9617,-1.5079,-1.3165,6.694
1.9893,-1.548,-1.3551,6.6443
2.0883,-1.6849,-1.49,6.4413
2.1375,-1.7537,-1.5604,6.3194
2.1635,-1.7898,-1.5982,6.2498
2.1867,-1.8215,-1.6318,6.1846
2.2099,-1.8526,-1.6652,6.1164
2.261,-1.918,-1.7373,5.9568
2.2882,-1.9522,-1.776,5.8642
2.3335,-2.0058,-1.8393,5.7011
2.3729,-2.0484,-1.8933,5.5498
2.511,-2.1593,-2.0631,4.9823
2.6335,-2.2003,-2.198,4.4035
2.657,-2.2004,-2.2224,4.2837
2.7689,-2.1547,-2.3328,3.7068
2.7909,-2.1361,-2.3538,3.5911
2.8984,-1.9913,-2.464,3.0376
2.9098,-1.9706,-2.4761,2.9802
3.0173,-1.7203,-2.6083,2.4648
3.1212,-1.367,-2.7583,2.0199
3.2144,-0.94508,-2.8948,1.6745
3.2393,-0.80855,-2.9277,1.5883
3.2606,-0.68356,-2.9529,1.5182
3.2747,-0.59633,-2.9676,1.4737
3.2838,-0.53823,-2.976,1.4458
3.3137,-0.34165,-2.9969,1.3588
3.3804,0.12747,-2.998,1.1862
3.4423,0.60222,-2.9254,1.0467
3.5032,1.0906,-2.761,0.93248
3.5339,1.341,-2.6358,0.8816
0,0.82962,0.24881,0.17124
0.044884,0.74325,0.42133,0.17849
0.13451,0.47149,0.68212,0.19459
0.22866,0.106,0.79382,0.21363
0.30293,-0.18205,0.7556,0.2303
0.39341,-0.47306,0.57774,0.25293
0.44356,-0.5854,0.43478,0.26663
0.49262,-0.65583,0.27669,0.28071
0.55524,-0.68589,0.064567,0.30006
0.6171,-0.6514,-0.13615,0.3209
0.67826,-0.56268,-0.30793,0.34313
0.7556,-0.39151,-0.4669,0.3743
0.82494,-0.20823,-0.54061,0.40502
0.90433,0.0045235,-0.54345,0.44419
0.99585,0.21318,-0.45292,0.49514
1.0533,0.30628,-0.36142,0.52962
1.0836,0.34192,-0.30721,0.54861
1.1775,0.39636,-0.12546,0.61777
1.2717,0.37195,0.03897,0.70432
1.3651,0.2955,0.15805,0.8093
1.466,0.18894,0.22772,0.94675
1.5303,0.12093,0.24349,1.051
1.627,0.034402,0.23592,1.2325
1.7169,-0.025666,0.20925,1.4402
1.797,-0.062587,0.1779,1.6671
1.844,-0.077874,0.15803,1.8271
1.884,-0.087453,0.14158,1.978
1.9504,-0.097168,0.11719,2.2516
2.0017,-0.1009,0.10049,2.4952
2.097,-0.10251,0.076589,2.9907
2.181,-0.10133,0.061463,3.4955
2.2592,-0.10015,0.052045,4.0005
2.3357,-0.10028,0.046259,4.5056
2.4168,-0.10266,0.04297,5.0303
2.5045,-0.10844,0.042036,5.555
2.5781,-0.11584,0.042884,5.9298
2.7031,-0.13572,0.04725,6.476
2.7748,-0.14945,0.050837,6.6921
2.8945,-0.18042,0.059247,6.986
2.9795,-0.20524,0.066054,7.1225
3.0736,-0.23767,0.07495,7.2354
3.1882,-0.28523,0.08792,7.3316
3.3006,-0.33779,0.1021,7.3903
3.4399,-0.41088,0.12151,7.433
3.5797,-0.49443,0.14327,7.4554
3.6173,-0.5207,0.15002,7.4592
3.6612,-0.55295,0.15829,7.4617
3.8224,-0.67735,0.18989,7.4535
3.9803,-0.82256,0.22604,7.4236
4.1682,-1.0284,0.27553,7.3631
4.3354,-1.2484,0.32664,7.2724
4.4604,-1.4385,0.36934,7.1703
4.4946,-1.4969,0.38211,7.1354
4.5248,-1.5501,0.39355,7.1024
4.5534,-1.6017,0.40448,7.0689
4.5853,-1.6599,0.41648,7.0279
4.7011,-1.8692,0.45766,6.8576
4.7252,-1.9172,0.46684,6.8146
4.7411,-1.9492,0.47295,6.7852
4.7954,-2.0571,0.49325,6.679
4.8414,-2.1497,0.51016,6.5766
4.8831,-2.2334,0.52461,6.474
5.0309,-2.508,0.56478,6.064
5.0637,-2.5712,0.57214,5.9521
5.2164,-2.8281,0.58867,5.3863
5.3477,-3.0085,0.57177,4.803
5.4651,-3.1227,0.5158,4.2159
5.5005,-3.1471,0.48777,4.0274
0,-1.1809,-0.095834,0.30047
0.036461,-1.125,-0.29408,0.31052
0.081278,-1.0118,-0.51429,0.32366
0.13518,-0.82145,-0.73242,0.34066
0.20194,-0.52835,-0.91452,0.36364
0.25374,-0.28111,-0.98099,0.38315
0.30587,-0.033251,-0.983,0.40425
0.38868,0.32336,-0.86404,0.44145
0.42847,0.46038,-0.76541,0.4605
0.48206,0.60506,-0.60118,0.488
0.54638,0.71086,-0.37581,0.52383
0.58431,0.73718,-0.2409,0.54601
0.64276,0.73037,-0.03878,0.58397
0.68563,0.69345,0.094736,0.61528
0.72664,0.63749,0.20712,0.64817
0.81636,0.46063,0.39241,0.73485
0.90475,0.25792,0.4778,0.84042
0.99801,0.061522,0.47627,0.97698
1.0432,-0.017264,0.45082,1.0535
1.0786,-0.070415,0.42301,1.1191
1.1837,-0.17941,0.32349,1.3403
1.2807,-0.22784,0.22972,1.5917
1.3188,-0.23664,0.19407,1.7125
1.3981,-0.24069,0.13123,1.9893
1.4718,-0.23368,0.084766,2.2921
1.5115,-0.22714,0.06386,2.4824
1.6077,-0.2099,0.027429,2.9768
1.6908,-0.19592,0.006539,3.4723
1.7681,-0.18645,-0.0061929,3.9681
1.8465,-0.18155,-0.015006,4.4833
1.9279,-0.18206,-0.021784,5.0085
2.016,-0.18936,-0.027875,5.5337
2.1214,-0.20735,-0.035085,6.0692
2.2291,-0.23585,-0.04357,6.4965
2.2967,-0.25737,-0.049244,6.6926
2.3974,-0.29809,-0.059598,6.932
2.4859,-0.3395,-0.069976,7.0804
2.5914,-0.39827,-0.084625,7.208
2.6989,-0.46636,-0.1016,7.2932
2.7554,-0.50414,-0.11105,7.3241
2.7999,-0.53578,-0.11899,7.3439
2.8675,-0.58719,-0.13198,7.3656
2.9867,-0.68459,-0.15694,7.3828
3.1973,-0.87669,-0.20739,7.3679
3.2513,-0.93839,-0.2239,7.3555
3.3045,-1.0032,-0.24138,7.3399
3.3532,-1.0661,-0.25847,7.3224
3.3963,-1.1243,-0.27451,7.3028
3.5467,-1.3312,-0.33305,7.211
3.5961,-1.4091,-0.35565,7.1693
3.6563,-1.508,-0.38472,7.1117
3.6809,-1.5506,-0.39739,7.0853
3.7,-1.5844,-0.40748,7.0636
3.7189,-1.6181,-0.41752,7.0408
3.8347,-1.8194,-0.478,6.8816
3.8761,-1.8976,-0.50217,6.8111
3.8972,-1.9387,-0.51511,6.7725
3.9387,-2.0192,-0.54084,6.6919
3.9669,-2.0744,-0.55879,6.6317
3.9953,-2.1301,-0.57725,6.5666
4.1383,-2.3858,-0.66807,6.2009
4.1851,-2.4708,-0.7008,6.0526
4.2293,-2.5495,-0.73254,5.9012
4.2681,-2.6162,-0.76087,5.7593
4.3017,-2.6709,-0.7859,5.6289
4.4396,-2.8532,-0.88795,5.0585
4.4821,-2.8985,-0.92255,4.8574
0,-0.66945,-0.13002,1.0177
0.037783,-0.61267,-0.20993,1.0825
0.06415,-0.56882,-0.2566,1.1311
0.090688,-0.52258,-0.29642,1.1833
0.17678,-0.37091,-0.38001,1.377
0.27395,-0.22125,-0.40678,1.6403
0.29859,-0.18691,-0.40541,1.7203
