"IntegrationTime","Points:0","Points:1","Points:2"
1.0834,-0.10937,0.033416,1.113
1.1676,-0.10215,0.0033647,1.2802
1.2516,-0.089243,-0.01899,1.4838
1.3335,-0.074331,-0.033478,1.7256
1.4016,-0.061793,-0.040956,1.9697
1.5195,-0.04417,-0.046269,2.4581
1.6152,-0.033208,-0.046796,2.955
1.6978,-0.026424,-0.046087,3.4519
1.7758,-0.022109,-0.045398,3.9577
1.8532,-0.019405,-0.04531,4.473
1.9333,-0.017862,-0.046235,4.9982
2.0197,-0.017329,-0.048648,5.5235
2.1077,-0.0177,-0.052698,5.9823
2.2347,-0.019577,-0.062097,6.5291
2.3415,-0.022105,-0.072613,6.8443
2.4128,-0.02406,-0.080539,6.9941
2.5093,-0.027309,-0.093588,7.1552
2.6006,-0.030913,-0.10801,7.2652
2.6947,-0.035271,-0.1255,7.3483
2.8004,-0.041095,-0.14903,7.4149
2.9138,-0.048301,-0.17844,7.4619
3.0472,-0.057756,-0.21764,7.495
3.1876,-0.068605,-0.26355,7.514
3.3788,-0.085319,-0.33607,7.5252
3.5769,-0.10626,-0.42974,7.5255
3.6997,-0.12237,-0.50373,7.5211
3.8117,-0.13922,-0.58263,7.5129
3.9133,-0.15649,-0.66439,7.4976
4.1029,-0.19203,-0.83582,7.4523
4.2505,-0.2251,-1.0013,7.3993
4.2799,-0.23267,-1.0402,7.3861
4.3417,-0.24882,-1.1242,7.3545
4.3936,-0.26294,-1.1985,7.3223
4.5731,-0.31131,-1.4627,7.1827
4.6158,-0.3242,-1.5365,7.1379
4.6442,-0.33295,-1.5874,7.1054
4.6702,-0.34098,-1.6346,7.0733
4.8404,-0.38956,-1.9336,6.8291
5.0447,-0.44255,-2.3105,6.412
5.2056,-0.47159,-2.6074,5.9438
5.2311,-0.47485,-2.6564,5.8518
5.2641,-0.47792,-2.718,5.7269
5.392,-0.47405,-2.9222,5.2107
5.4189,-0.46983,-2.9619,5.0861
5.5288,-0.43421,-3.093,4.559
5.6309,-0.3665,-3.1739,4.0249
5.7162,-0.27267,-3.2073,3.56
5.7983,-0.13855,-3.2119,3.1147
5.8797,0.047437,-3.1898,2.6892
5.9693,0.32146,-3.1399,2.2542
6.0537,0.66092,-3.0586,1.8854
6.1379,1.0708,-2.9227,1.5587
6.2133,1.4988,-2.7224,1.3088
6.2701,1.8475,-2.5021,1.1405
0,-0.87179,-1.1232,0.54498
0.0309,-0.69303,-1.1969,0.55993
0.060401,-0.52006,-1.2419,0.57528
0.092578,-0.33213,-1.2635,0.59352
0.13368,-0.099133,-1.2517,0.61898
0.18189,0.15377,-1.1864,0.65254
0.22735,0.36195,-1.0821,0.68786
0.25179,0.45836,-1.0129,0.70845
0.28354,0.56824,-0.91115,0.73714
0.36803,0.77091,-0.59323,0.82715
0.41161,0.81848,-0.42733,0.88001
0.47897,0.82796,-0.18097,0.97433
0.51905,0.80231,-0.052332,1.0371
0.544,0.77713,0.019794,1.0792
0.56892,0.7461,0.085662,1.1238
0.59349,0.71109,0.1442,1.1703
0.67988,0.56651,0.30076,1.3596
0.76506,0.41981,0.38279,1.5854
0.80295,0.35771,0.40126,1.703
0.86576,0.26637,0.41312,1.9181
0.9177,0.20166,0.4106,2.1194
0.95545,0.16088,0.4037,2.2821
0.98632,0.13149,0.3958,2.4263
1.0853,0.062246,0.36686,2.9174
1.1168,0.045396,0.35698,3.0987
1.2011,0.012048,0.33457,3.6028
1.2381,0.0013318,0.32675,3.8408
1.3176,-0.015924,0.31621,4.3557
1.3972,-0.028244,0.31471,4.8702
1.4458,-0.034126,0.31844,5.161
1.5407,-0.044992,0.33633,5.696
1.583,-0.049369,0.3479,5.8935
1.638,-0.055384,0.36666,6.129
1.7323,-0.067203,0.40972,6.4767
1.813,-0.078305,0.45526,6.7028
1.9134,-0.094843,0.52583,6.9214
1.9913,-0.10905,0.58711,7.0392
2.0781,-0.12677,0.66342,7.1305
2.1755,-0.1485,0.75628,7.193
2.2819,-0.17431,0.86533,7.2271
2.4103,-0.20904,1.0098,7.2354
2.4359,-0.21702,1.0427,7.2335
2.5436,-0.25177,1.1837,7.2084
2.6305,-0.28315,1.3078,7.1672
2.7701,-0.33831,1.52,7.0674
2.7923,-0.34853,1.5585,7.046
2.8124,-0.35797,1.5937,7.0252
2.9548,-0.42466,1.8354,6.8502
3.0087,-0.45345,1.9362,6.7618
3.0523,-0.47783,2.0202,6.6816
3.0693,-0.48783,2.0543,6.6473
3.1311,-0.52393,2.1739,6.5145
3.1836,-0.55573,2.2741,6.3851
3.3221,-0.63993,2.5171,5.9937
3.358,-0.6642,2.5814,5.8694
3.3894,-0.68587,2.636,5.7542
3.5272,-0.78087,2.8338,5.2113
3.6499,-0.87484,2.9603,4.6473
3.7608,-0.97559,3.0164,4.0831
3.8652,-1.0968,3.0048,3.5299
3.9699,-1.2602,2.9256,2.9853
4.0645,-1.4631,2.792,2.515
0,0.15328,1.6442,0.52071
0.02145,-0.0011897,1.6229,0.52936
0.048674,-0.18966,1.5747,0.54094
0.072487,-0.34461,1.5151,0.55148
0.10129,-0.51809,1.4234,0.56499
0.17542,-0.88631,1.1023,0.60431
0.19942,-0.97242,0.98327,0.61828
0.22187,-1.0395,0.86712,0.63203
0.26957,-1.1393,0.60832,0.66396
0.30659,-1.1754,0.40793,0.69132
0.34495,-1.1777,0.2064,0.72227
0.38344,-1.1473,0.016308,0.75664
0.43012,-1.072,-0.19245,0.80352
0.47716,-0.96218,-0.37074,0.85638
0.51956,-0.8429,-0.49935,0.90931
0.56299,-0.70813,-0.59888,0.96974
0.60669,-0.56741,-0.66679,1.0372
0.64332,-0.45076,-0.70017,1.0995
0.67383,-0.35703,-0.71331,1.1556
0.716,-0.23579,-0.71324,1.2405
0.80231,-0.028536,-0.66298,1.4443
0.84304,0.048003,-0.62367,1.5566
0.88432,0.11184,-0.57817,1.6821
0.91294,0.1487,-0.54451,1.7774
0.94546,0.18375,-0.50594,1.8932
0.98763,0.21913,-0.45736,2.0543
1.0359,0.24762,-0.40537,2.2552
1.082,0.26534,-0.36011,2.4667
1.1803,0.28273,-0.28352,2.9564
1.2309,0.28538,-0.25207,3.2472
1.3146,0.28615,-0.21393,3.7508
1.3954,0.2875,-0.18983,4.2649
1.4385,0.28969,-0.18164,4.5392
1.5232,0.29922,-0.17286,5.0638
1.6152,0.31906,-0.17292,5.5882
1.7269,0.3584,-0.18418,6.1219
1.8174,0.40129,-0.19991,6.4496
1.8876,0.4405,-0.21546,6.6454
1.9408,0.4736,-0.22891,6.7669
1.9923,0.50839,-0.24311,6.866
2.0821,0.58045,-0.2727,7.0072
2.1811,0.66928,-0.30935,7.1072
2.2859,0.77039,-0.35099,7.1659
2.3929,0.88204,-0.39659,7.1926
2.4598,0.95908,-0.4277,7.1966
2.5017,1.0111,-0.4485,7.1946
2.6426,1.1916,-0.5203,7.1578
2.6907,1.2618,-0.54799,7.1328
2.7498,1.3513,-0.58291,7.0931
2.7985,1.429,-0.61287,7.0526
2.8281,1.4785,-0.63174,7.0243
2.862,1.5365,-0.65353,6.9885
2.9086,1.6173,-0.68343,6.9333
2.9386,1.6713,-0.70313,6.8933
2.9753,1.7379,-0.72711,6.8397
3.0418,1.8599,-0.77039,6.7298
3.0591,1.8934,-0.78218,6.6973
3.081,1.936,-0.79711,6.6541
3.1636,2.0915,-0.85032,6.4749
3.232,2.22,-0.89186,6.3
3.3107,2.365,-0.93531,6.0716
3.3667,2.4679,-0.96351,5.8877
3.3931,2.5163,-0.97593,5.7933
3.4404,2.5987,-0.99477,5.616
3.5804,2.8075,-1.0239,5.0463
3.7039,2.9527,-1.0067,4.4637
3.7554,3.0003,-0.98258,4.1977
3.865,3.0715,-0.88576,3.6192
0,-0.33712,0.72587,1.1661
0.053643,-0.42897,0.6041,1.2775
0.13668,-0.50571,0.41893,1.482
0.21151,-0.52165,0.27387,1.7012
0.27447,-0.50962,0.17278,1.9166
0.32773,-0.48886,0.10277,2.1233
0.36371,-0.47131,0.063013,2.2791
0.39792,-0.45325,0.030823,2.4392
0.49563,-0.4045,-0.033864,2.9285
0.5234,-0.39125,-0.047432,3.0888
0.60806,-0.35829,-0.077465,3.5926
0.63868,-0.34888,-0.085352,3.7873
0.71899,-0.33192,-0.10165,4.302
0.76599,-0.32714,-0.10927,4.6024
0.85123,-0.32801,-0.12243,5.1275
0.94636,-0.34335,-0.13879,5.6629
0.98682,-0.35355,-0.14616,5.8514
1.0774,-0.38656,-0.16657,6.2417
1.1502,-0.41993,-0.18533,6.4838
1.2284,-0.46392,-0.20876,6.6951
1.2881,-0.50169,-0.22851,6.8227
1.3605,-0.55382,-0.25563,6.9479
1.4415,-0.6192,-0.28968,7.0502
1.5337,-0.7006,-0.33223,7.1262
1.6435,-0.80507,-0.38721,7.1753
1.7571,-0.92258,-0.44951,7.1934
1.8013,-0.97372,-0.47675,7.1935
1.8198,-0.99618,-0.48874,7.1924
1.8452,-1.0277,-0.50563,7.1895
1.8824,-1.0748,-0.531,7.182
1.9498,-1.1621,-0.57847,7.1582
2.0065,-1.2396,-0.62105,7.1274
2.0771,-1.3403,-0.67682,7.0767
2.1166,-1.4002,-0.71026,7.0418
2.1465,-1.447,-0.73645,7.0123
2.1724,-1.4885,-0.75969,6.9838
2.3007,-1.6889,-0.87314,6.82
2.3634,-1.7958,-0.93489,6.7164
2.388,-1.8395,-0.96045,6.6708
2.4208,-1.898,-0.99507,6.6055
2.4534,-1.9554,-1.0296,6.5347
2.5714,-2.1465,-1.1497,6.2437
2.6936,-2.3333,-1.2763,5.8671
2.7291,-2.3869,-1.3151,5.7378
2.7648,-2.4373,-1.354,5.6005
2.9031,-2.5911,-1.4943,5.0324
2.9898,-2.6538,-1.5819,4.6241
3.1027,-2.6805,-1.6951,4.0539
3.2083,-2.6359,-1.8116,3.4928
3.3001,-2.5332,-1.935,3.008
3.3144,-2.5112,-1.9565,2.9339
3.4145,-2.3107,-2.1377,2.4421
3.5142,-2.0196,-2.3651,2.0002
3.5272,-1.9716,-2.3996,1.9457
3.6202,-1.5802,-2.6461,1.5937
3.6346,-1.5047,-2.6862,1.5432
3.7132,-1.0467,-2.8839,1.2986
3.7817,-0.56158,-3.0126,1.1117
3.7909,-0.48817,-3.0249,1.0881
3.8481,-0.01486,-3.0609,0.9568
3.865,0.13879,-3.0561,0.92115
3.9168,0.61729,-2.9895,0.82385
3.9694,1.1139,-2.8317,0.73967
0,1.1108,-0.18667,0.33671
0.038298,1.1013,0.016878,0.34922
0.074401,1.0589,0.19935,0.36161
0.12826,0.94128,0.44444,0.38122
0.18859,0.74705,0.66259,0.40509
0.25272,0.49327,0.81418,0.43286
0.33782,0.12839,0.87772,0.47449
0.42464,-0.20906,0.79146,0.52259
0.4572,-0.31192,0.72939,0.54157
0.49498,-0.41392,0.64184,0.565
0.53142,-0.49286,0.5461,0.58975
0.61983,-0.60445,0.28366,0.66164
0.70537,-0.6039,0.040647,0.74667
0.7505,-0.56971,-0.068322,0.79825
0.81162,-0.49641,-0.19075,0.87764
0.87688,-0.39732,-0.28399,0.97509
0.92334,-0.32203,-0.32643,1.0528
1.0183,-0.17599,-0.36047,1.2364
1.1105,-0.061525,-0.34727,1.4527
1.1918,0.013947,-0.31418,1.6861
1.2372,0.046889,-0.29052,1.8425
1.2753,0.069231,-0.26989,1.987
1.3608,0.10229,-0.22713,2.3388
1.4616,0.12242,-0.18412,2.8325
1.4957,0.12619,-0.17166,3.0265
1.5801,0.13161,-0.14742,3.5309
1.6351,0.1336,-0.13603,3.8832
1.714,0.13657,-0.12524,4.3978
1.795,0.14147,-0.12002,4.9225
1.8825,0.15019,-0.1203,5.4472
1.9834,0.166,-0.12703,5.9716
2.1037,0.19462,-0.14335,6.4728
2.174,0.21434,-0.15557,6.6781
2.2556,0.24173,-0.17286,6.8726
2.3441,0.27651,-0.19492,7.0326
2.4427,0.32218,-0.22392,7.1625
2.5557,0.38317,-0.26252,7.2624
2.6719,0.45293,-0.30639,7.3252
2.7254,0.48765,-0.3281,7.3449
2.7507,0.50497,-0.33889,7.3528
2.7798,0.5257,-0.35181,7.3606
2.9152,0.62716,-0.41499,7.3769
3.0824,0.77023,-0.50357,7.3642
3.1218,0.81084,-0.52852,7.3562
3.1768,0.87017,-0.56473,7.3414
3.2277,0.92864,-0.60006,7.3235
3.2588,0.96649,-0.62274,7.3103
3.3397,1.067,-0.68275,7.2675
3.4062,1.1556,-0.73538,7.2203
3.4533,1.2224,-0.77474,7.1802
3.5101,1.3061,-0.82362,7.1257
3.5272,1.3328,-0.83905,7.1076
3.6055,1.4537,-0.90795,7.0164
3.6698,1.5583,-0.9665,6.9253
3.7652,1.7184,-1.0545,6.7676
3.8015,1.7838,-1.09,6.6969
3.832,1.8397,-1.1199,6.6326
3.8593,1.89,-1.1465,6.5706
3.899,1.9624,-1.1842,6.4733
4.0266,2.1798,-1.2921,6.1223
4.1763,2.4245,-1.3992,5.6121
4.3138,2.6229,-1.4602,5.0412
4.4348,2.7666,-1.4662,4.4597
4.547,2.8685,-1.4126,3.8719
4.6386,2.9307,-1.3108,3.3757
4.7271,2.9799,-1.1493,2.9043
4.8289,3.0337,-0.87334,2.4014
0,-0.53612,0.19656,1.1128
0.05135,-0.52211,0.091648,1.2157
0.09707,-0.49588,0.011615,1.319
0.17926,-0.43017,-0.09742,1.5311
0.22027,-0.39206,-0.13754,1.655
0.27105,-0.3446,-0.17422,1.8242
0.31668,-0.30346,-0.19748,1.9933
0.39926,-0.23924,-0.2201,2.331
0.48063,-0.18744,-0.22722,2.7237
0.57122,-0.14522,-0.22583,3.2189
0.6541,-0.11837,-0.22214,3.7239
0.73364,-0.10133,-0.22025,4.2389
0.7827,-0.094546,-0.22092,4.5565
0.86616,-0.087746,-0.22664,5.0818
0.9566,-0.085899,-0.24042,5.6068
1.0665,-0.089706,-0.26876,6.1419
1.1628,-0.096945,-0.30328,6.4987
1.2244,-0.10301,-0.32891,6.672
1.2939,-0.11122,-0.36251,6.8358
1.385,-0.12411,-0.41477,7.0055
1.4935,-0.14243,-0.48887,7.1493
1.5414,-0.15074,-0.52261,7.1929
1.5882,-0.15939,-0.55781,7.2287
1.6415,-0.16987,-0.60047,7.2609
1.7496,-0.19298,-0.69479,7.3019
1.8653,-0.21968,-0.80493,7.3176
2.0338,-0.26223,-0.98462,7.3044
2.0625,-0.27078,-1.0215,7.2981
2.0812,-0.2765,-1.0464,7.2933
2.1026,-0.28314,-1.0754,7.2869
2.2393,-0.32502,-1.2606,7.2253
2.3842,-0.37286,-1.48,7.1184
2.4184,-0.38536,-1.5392,7.0847
2.4818,-0.4085,-1.6508,7.014
2.535,-0.42821,-1.7476,6.9437
2.6757,-0.47789,-2.0032,6.7216
2.708,-0.48995,-2.0686,6.6565
2.7385,-0.50119,-2.1311,6.59
2.7695,-0.5121,-2.194,6.5174
2.9115,-0.55245,-2.4598,6.1449
3.0623,-0.5796,-2.7268,5.642
3.196,-0.57807,-2.9321,5.091
3.316,-0.54298,-3.0747,4.5217
3.4194,-0.47412,-3.1554,3.9878
3.4504,-0.44337,-3.1714,3.8205
3.5359,-0.33154,-3.1948,3.3591
3.6181,-0.17515,-3.1918,2.9211
3.6489,-0.10124,-3.1849,2.7621
3.7392,0.16641,-3.1471,2.3227
3.8252,0.49893,-3.0809,1.9447
3.8514,0.61979,-3.0509,1.8361
3.9353,1.0404,-2.9158,1.5231
3.9473,1.1103,-2.8878,1.4811
4.0233,1.5581,-2.6663,1.2458
4.0944,1.997,-2.3577,1.0541
4.124,2.1822,-2.1885,0.98243
4.1429,2.2984,-2.0668,0.93937
4.152,2.3537,-2.0037,0.91948
4.1634,2.4215,-1.9209,0.89536
4.2197,2.7153,-1.4726,0.78957
0,-0.20724,0.29502,1.9322
-0.048187,-0.18053,0.34427,1.7454
-0.08603,-0.15098,0.38394,1.6145
-0.123,-0.11346,0.422,1.499
-0.17365,-0.046844,0.47038,1.3572
-0.21847,0.025844,0.50539,1.2478
-0.26059,0.10543,0.52854,1.157
-0.3052,0.19984,0.53919,1.0722
-0.35199,0.30705,0.53067,0.9934
-0.40372,0.43039,0.49424,0.91635
-0.48608,0.61848,0.37348,0.8131
-0.56278,0.76184,0.19079,0.73407
-0.64453,0.85076,-0.06725,0.66375
-0.71689,0.85229,-0.33458,0.61124
-0.76696,0.80121,-0.52938,0.57911
-0.80694,0.72673,-0.68272,0.55568
-0.8387,0.6457,-0.79855,0.53835
-0.87466,0.53125,-0.91808,0.51955
-0.91514,0.37548,-1.0326,0.49922
-0.95021,0.21922,-1.11,0.48246
-0.99251,0.01073,-1.1701,0.46338
-1.0698,-0.39935,-1.172,0.43174
-1.1386,-0.76765,-1.0459,0.4063
-1.1704,-0.92871,-0.94461,0.39516
-1.2019,-1.075,-0.81886,0.38476
-1.2465,-1.2507,-0.60237,0.37109
-1.2917,-1.3833,-0.34287,0.35809
-1.3692,-1.4786,0.16134,0.3377
-1.4424,-1.3949,0.66272,0.32048
-1.4862,-1.2586,0.95108,0.3109
-1.5544,-0.9293,1.3356,0.29708
-1.5914,-0.69548,1.5005,0.28979
-1.6226,-0.47483,1.6076,0.28381
-1.682,-0.01526,1.7174,0.27329
-1.7398,0.45686,1.6959,0.26394
-1.7956,0.90104,1.5502,0.2558
-1.8232,1.1076,1.4329,0.252
-1.8818,1.488,1.0966,0.24487
-1.9437,1.7792,0.63138,0.23787
-2.0092,1.9288,0.056113,0.23066
-2.0737,1.8943,-0.54122,0.22413
-2.1105,1.7903,-0.87527,0.2208
-2.1674,1.514,-1.3472,0.21644
-2.2193,1.1522,-1.7027,0.21322
-2.2465,0.92638,-1.8523,0.2116
-2.2948,0.48134,-2.0419,0.20874
-2.3414,0.015232,-2.1235,0.20609
-2.3873,-0.45736,-2.0993,0.20381
-2.4178,-0.76624,-2.0248,0.20249
-2.4441,-1.0228,-1.9241,0.20149
-2.4913,-1.4471,-1.6623,0.2002
-2.538,-1.8017,-1.3117,0.1991
-2.5718,-2.0071,-1.0091,0.19831
-2.6022,-2.148,-0.70897,0.19787
-2.6254,-2.2253,-0.46604,0.19766
-2.6733,-2.296,0.055463,0.19751
0,-0.54901,-0.11143,0.22896
-0.054856,-0.57133,0.037193,0.21625
-0.13078,-0.53466,0.24677,0.20015
-0.22092,-0.39149,0.46422,0.18293
-0.30769,-0.17016,0.60036,0.16801
-0.37898,0.047789,0.63533,0.15681
-0.46129,0.30173,0.57733,0.14508
-0.53168,0.48982,0.44688,0.13587
-0.6178,0.64389,0.20693,0.12571
-0.70648,0.68313,-0.090595,0.11629
-0.78466,0.60589,-0.35021,0.10881
-0.85562,0.45112,-0.54728,0.10249
-0.93396,0.20856,-0.68827,0.096146
-1.0112,-0.069778,-0.72514,0.090452
-1.1044,-0.39741,-0.62316,0.08426
-1.1931,-0.63688,-0.39348,0.078929
-1.2784,-0.75178,-0.09036,0.074408
-1.3678,-0.72305,0.25206,0.070112
-1.4511,-0.56039,0.53302,0.066485
-1.5404,-0.27116,0.73285,0.062916
-1.6237,0.05635,0.78654,0.059935
-1.7061,0.37667,0.70048,0.057272
-1.7949,0.65194,0.46768,0.054645
-1.884,0.79794,0.13323,0.05236
-1.9726,0.78142,-0.23285,0.050295
-2.0594,0.60907,-0.55124,0.04847
-2.1457,0.31573,-0.7649,0.046781
-2.2298,-0.034578,-0.8325,0.045306
-2.312,-0.37574,-0.74975,0.044008
-2.4004,-0.67146,-0.51186,0.042728
-2.4797,-0.82438,-0.20386,0.041748
-2.5683,-0.83507,0.18149,0.040749
-2.6487,-0.69504,0.50542,0.039939
-2.7369,-0.40466,0.76414,0.039082
-2.8252,-0.027338,0.86949,0.038317
-2.9131,0.35839,0.7983,0.037633
-3.0003,0.67394,0.56597,0.037019
-3.0855,0.85545,0.22615,0.036526
-3.1636,0.87982,-0.12848,0.036112
-3.2393,0.76813,-0.45606,0.035764
-3.3272,0.49289,-0.7509,0.035357
-3.4133,0.12221,-0.89473,0.034988
-3.5001,-0.27944,-0.8638,0.034646
-3.5844,-0.62073,-0.66884,0.034361
-3.6666,-0.84539,-0.35514,0.034141
-3.7509,-0.92079,0.035265,0.03395
-3.8319,-0.83083,0.40845,0.033795
-3.919,-0.57308,0.73311,0.033622
-4.0046,-0.20511,0.91247,0.033443
-4.0873,0.19273,0.91983,0.033285
-4.1688,0.55491,0.76402,0.033158
-4.255,0.83413,0.45246,0.033069
-4.3428,0.95274,0.041274,0.033013
-4.4292,0.88123,-0.3765,0.032963
-4.515,0.63755,-0.72168,0.032914
-4.6006,0.26782,-0.92993,0.032841
-4.6813,-0.13245,-0.96319,0.032767
0,-0.60032,0.79362,1.1521
-0.048305,-0.49293,0.93827,1.0737
-0.077181,-0.41022,1.0204,1.0302
-0.10537,-0.31609,1.0943,0.99049
-0.15446,-0.12603,1.1997,0.929
-0.18439,0.0072746,1.2478,0.89455
-0.21103,0.13544,1.2778,0.86588
-0.25746,0.3723,1.2967,0.82092
-0.29193,0.55886,1.2807,0.7903
-0.32274,0.72909,1.2424,0.76524
-0.36831,0.97752,1.1433,0.73174
-0.41307,1.2112,0.99481,0.7026
-0.49205,1.5606,0.6219,0.65893
-0.51327,1.6392,0.49437,0.64816
-0.5351,1.7095,0.3532,0.63771
-0.56156,1.7781,0.17037,0.62578
-0.61554,1.855,-0.23076,0.60387
-0.64534,1.8581,-0.46625,0.5929
-0.67328,1.833,-0.69109,0.58361
-0.70294,1.7756,-0.92979,0.57468
-0.76823,1.5399,-1.4293,0.55872
-0.79961,1.3716,-1.6515,0.55286
-0.82778,1.1925,-1.8334,0.54834
-0.88174,0.78592,-2.1218,0.54095
-0.93339,0.33071,-2.3076,0.53698
-0.98185,-0.13491,-2.3889,0.5357
-1.0288,-0.60311,-2.3753,0.53659
-1.0768,-1.0782,-2.2651,0.53968
-1.1256,-1.538,-2.0551,0.54507
-1.1759,-1.965,-1.7418,0.55218
-1.2254,-2.316,-1.3499,0.56267
-1.2432,-2.4228,-1.1909,0.56715
-1.2945,-2.6596,-0.69208,0.58654
-1.3454,-2.7857,-0.16026,0.61309
-1.3927,-2.8049,0.34535,0.64356
-1.4405,-2.7302,0.84562,0.68214
-1.493,-2.5491,1.3623,0.73293
-1.5473,-2.2684,1.8393,0.79494
-1.5585,-2.2013,1.9279,0.8088
-1.5693,-2.1341,2.0096,0.82293
-1.5881,-2.0106,2.1448,0.84934
-1.6458,-1.5913,2.5008,0.94326
-1.6544,-1.5272,2.5442,0.95848
-1.6643,-1.453,2.5915,0.97637
-1.6733,-1.3843,2.6324,0.99356
-1.7088,-1.109,2.7711,1.0681
-1.7177,-1.0409,2.8001,1.0877
-1.7326,-0.92814,2.8435,1.1217
-1.7971,-0.4383,2.9755,1.2904
-1.862,0.018116,3.026,1.4888
-1.9176,0.36002,3.0229,1.6844
0,0.66552,-0.34256,1.6979
-0.05078,0.65614,-0.46824,1.5455
-0.079931,0.63925,-0.54542,1.4674
-0.10803,0.61389,-0.62262,1.3977
-0.18981,0.48594,-0.84799,1.2252
-0.23263,0.38261,-0.96186,1.1479
-0.26855,0.27508,-1.0501,1.089
-0.30189,0.15796,-1.1216,1.0389
-0.33115,0.042473,-1.1732,0.99824
-0.35912,-0.078216,-1.2112,0.9619
-0.38922,-0.21754,-1.2373,0.92584
-0.42788,-0.40729,-1.2459,0.88353
-0.45631,-0.55403,-1.2326,0.85457
-0.48131,-0.68567,-1.2058,0.8309
-0.51826,-0.87956,-1.1397,0.79876
-0.55367,-1.0625,-1.0454,0.77049
-0.58481,-1.2166,-0.93704,0.7478
-0.61555,-1.3591,-0.80722,0.72702
-0.64274,-1.4747,-0.67362,0.70998
-0.67001,-1.578,-0.52302,0.69391
-0.69312,-1.6543,-0.38285,0.68102
-0.72793,-1.7454,-0.15378,0.6631
-0.75019,-1.7875,0.004271,0.65223
-0.77266,-1.8152,0.17029,0.64196
-0.79939,-1.8276,0.37378,0.63059
-0.82575,-1.8167,0.57904,0.6204
-0.86753,-1.751,0.90522,0.60605
-0.93461,-1.5203,1.4069,0.58742
-0.99273,-1.1969,1.7929,0.57573
-1.0486,-0.79078,2.0911,0.56666
-1.102,-0.33202,2.2849,0.56135
-1.1521,0.1401,2.3708,0.55924
-1.2006,0.61556,2.3578,0.55968
-1.2499,1.0966,2.2447,0.5627
-1.3,1.5599,2.029,0.56842
-1.3515,1.9876,1.7074,0.57649
-1.4016,2.3333,1.3108,0.58816
-1.4167,2.4217,1.1771,0.5923
-1.431,2.4969,1.0457,0.59707
-1.483,2.7027,0.53352,0.6203
-1.4955,2.7358,0.40453,0.62697
-1.5434,2.8025,-0.097145,0.65642
-1.5917,2.774,-0.60226,0.69387
-1.6448,2.6396,-1.133,0.7446
-1.6997,2.4021,-1.6329,0.80694
-1.755,2.0799,-2.0675,0.88253
-1.7769,1.9374,-2.2143,0.91667
-1.7895,1.8525,-2.2929,0.93727
-1.8032,1.7586,-2.3725,0.96084
-1.8202,1.6383,-2.4649,0.9921
-1.8334,1.5441,-2.5307,1.0172
-1.8408,1.4913,-2.5652,1.0315
-1.85,1.4248,-2.6064,1.05
0,1.8277,0.73383,0.2495
-0.063115,2.0054,0.16639,0.24275
-0.097683,2.0282,-0.16631,0.23935
-0.15141,1.9533,-0.6845,0.23467
-0.20496,1.7467,-1.1734,0.23055
-0.25739,1.4242,-1.5925,0.22762
-0.30604,1.0339,-1.9025,0.22544
-0.34017,0.71736,-2.0645,0.22386
-0.38699,0.2445,-2.199,0.22213
-0.43147,-0.22733,-2.226,0.22088
-0.47506,-0.69007,-2.154,0.22001
-0.51997,-1.1453,-1.9795,0.21941
-0.56601,-1.5673,-1.7014,0.21899
-0.6137,-1.9336,-1.3187,0.21867
-0.65989,-2.1987,-0.87323,0.219
-0.70685,-2.3619,-0.36702,0.21978
-0.75291,-2.4085,0.15731,0.22105
-0.79837,-2.3408,0.67694,0.22245
-0.82441,-2.2514,0.96664,0.22335
-0.86891,-2.0171,1.4313,0.22521
-0.88987,-1.8731,1.6325,0.22609
-0.90379,-1.7665,1.7582,0.2267
-0.94861,-1.3697,2.1109,0.2293
-0.99111,-0.92894,2.3622,0.23239
-1.032,-0.46208,2.5171,0.23564
-1.0711,0.0066738,2.579,0.23904
-1.1095,0.47456,2.555,0.24268
-1.1477,0.93057,2.4475,0.2466
-1.1873,1.3771,2.2511,0.2511
-1.2088,1.6032,2.1102,0.25364
-1.2239,1.7536,1.9976,0.25534
-1.2659,2.1255,1.6318,0.26079
-1.3077,2.4194,1.2008,0.26672
-1.3514,2.6312,0.69666,0.27465
-1.3945,2.7367,0.16629,0.28383
-1.4343,2.7398,-0.3341,0.293
-1.4498,2.7162,-0.52907,0.29697
-1.493,2.5794,-1.0547,0.30887
-1.5368,2.34,-1.5512,0.32137
-1.5798,2.0155,-1.984,0.33389
-1.6238,1.6045,-2.3543,0.34891
-1.6683,1.1255,-2.6401,0.36635
-1.6796,0.99701,-2.6967,0.3712
-1.7214,0.49882,-2.8502,0.39101
0,-1.1637,1.0792,0.85669
-0.082213,-0.85484,1.4833,0.79748
-0.15392,-0.45608,1.7642,0.75497
-0.21988,-0.0040223,1.9225,0.72335
-0.28215,0.47403,1.9605,0.69899
-0.3407,0.94247,1.883,0.68093
-0.38218,1.2704,1.7568,0.67124
-0.41854,1.5445,1.5979,0.66476
-0.47844,1.947,1.2449,0.65702
-0.5352,2.2468,0.81587,0.65489
-0.59222,2.4441,0.31545,0.65754
-0.64734,2.523,-0.21009,0.66501
-0.7013,2.489,-0.73857,0.67532
-0.75518,2.3439,-1.2555,0.69039
-0.76947,2.2869,-1.3876,0.69558
-0.82195,2.0151,-1.8413,0.72026
-0.84347,1.879,-2.0089,0.73233
-0.85546,1.7977,-2.0971,0.73974
-0.87275,1.674,-2.2172,0.7515
